Customer ID,Gender,Age,Salary,Product ID,Price,Purchased
141,Female,53,60000,P02,5000,0
142,Female,41,31000,P02,2000,0
143,Male,19,25000,P03,3500,0
144,Male,51,60000,P03,3500,0
145,Male,21,43000,P01,5000,1
146,Female,45,32000,P02,3500,1
147,Male,62,68000,P02,7000,0
148,Male,64,43000,P03,7000,0
149,Female,22,44000,P02,7000,0
150,Male,22,60000,P01,3500,1
151,Male,58,31000,P03,3500,0
152,Male,62,60000,P03,7000,0
153,Female,18,45000,P02,3500,0
154,Male,38,84000,P01,7000,0
155,Male,64,41000,P01,2000,0
156,Female,23,60000,P03,7000,0
157,Female,24,35000,P01,2000,1
158,Male,42,67000,P01,5000,1
159,Male,42,70000,P03,3500,0
160,Female,59,60000,P01,5000,1
161,Male,28,22000,P01,5000,0
162,Male,22,90000,P02,7000,0
163,Male,28,86000,P01,2000,1
164,Female,29,51000,P03,7000,0
165,Female,43,95000,P01,2000,1
166,Female,35,27000,P01,2000,0
167,Male,22,63000,P01,7000,0
168,Female,46,63000,P02,5000,1
169,Female,22,87000,P02,2000,1
170,Male,42,53000,P02,5000,1
171,Male,26,60000,P03,3500,0
172,Female,26,21000,P02,2000,0
173,Male,44,60000,P02,3500,1
174,Female,46,62000,P01,5000,1
175,Male,52,49000,P03,7000,0
176,Male,41,84000,P03,5000,1
177,Female,32,79000,P03,7000,0
178,Female,32,89000,P01,3500,1
179,Male,43,42000,P03,7000,0
180,Female,62,59000,P03,5000,1
181,Female,57,87000,P02,2000,1
182,Male,50,65000,P01,7000,0
183,Female,20,46000,P02,7000,0
184,Female,50,43000,P02,7000,0
185,Female,23,79000,P02,3500,1
186,Male,37,80000,P02,7000,0
187,Female,38,63000,P02,5000,0
188,Female,30,34000,P01,7000,0
189,Female,23,80000,P03,2000,1
190,Female,30,93000,P01,5000,1
191,Male,52,35000,P01,5000,1
192,Female,33,77000,P03,2000,0
193,Female,36,55000,P02,3500,1
194,Female,63,84000,P02,3500,1
195,Male,32,27000,P01,7000,0
196,Female,48,62000,P02,5000,0
197,Female,55,41000,P03,2000,0
198,Female,19,66000,P02,2000,1
199,Male,56,79000,P03,2000,0
200,Male,32,100000,P01,5000,1
201,Male,19,47000,P03,3500,1
202,Male,48,69000,P02,3500,1
203,Male,55,49000,P01,5000,1
204,Male,46,68000,P01,5000,1
205,Male,56,80000,P01,5000,1
206,Male,54,82000,P02,5000,1
207,Male,59,31000,P01,2000,0
208,Female,48,50000,P02,2000,0
209,Female,58,95000,P03,7000,0
210,Female,51,65000,P03,5000,1
211,Male,39,45000,P02,2000,0
212,Female,33,35000,P02,3500,1
213,Male,62,67000,P01,3500,1
214,Male,33,27000,P02,5000,0
215,Male,47,47000,P02,7000,0
216,Male,54,32000,P01,2000,0
217,Female,45,63000,P03,3500,1
218,Male,40,84000,P01,5000,1
219,Male,30,40000,P01,7000,0
220,Male,20,33000,P02,5000,0
221,Female,64,60000,P03,5000,0
222,Female,61,75000,P01,2000,0
223,Female,50,52000,P01,5000,0
224,Female,21,49000,P03,3500,0
225,Female,64,31000,P03,7000,0
226,Female,57,34000,P01,5000,1
227,Female,42,76000,P03,5000,0
228,Male,49,84000,P03,3500,1
229,Female,55,58000,P02,5000,0
230,Female,52,48000,P03,7000,0
231,Female,57,86000,P02,2000,1
232,Female,30,80000,P01,3500,1
233,Male,27,52000,P02,3500,0
234,Female,48,22000,P01,7000,0
235,Male,45,96000,P03,2000,1
236,Female,61,79000,P03,7000,0
237,Male,57,72000,P02,3500,1
238,Male,49,78000,P01,7000,0
239,Female,40,100000,P03,5000,1
240,Male,52,21000,P01,2000,0
241,Male,59,23000,P03,2000,0
242,Male,63,41000,P03,2000,1
243,Female,61,52000,P03,7000,0
244,Male,60,81000,P03,3500,1
245,Female,22,98000,P03,3500,1
246,Male,52,73000,P01,3500,1
247,Male,52,82000,P02,5000,1
248,Male,24,90000,P02,3500,1
249,Female,23,97000,P01,7000,0
250,Female,52,92000,P01,5000,1
251,Female,49,38000,P01,2000,1
252,Female,61,64000,P02,5000,0
253,Female,48,39000,P03,5000,0
254,Male,21,93000,P03,3500,1
255,Female,63,99000,P03,7000,0
256,Male,44,46000,P03,7000,0
257,Male,56,97000,P01,3500,1
258,Male,63,35000,P01,5000,0
259,Female,41,28000,P02,3500,0
260,Male,64,92000,P01,3500,1
261,Male,60,50000,P03,7000,0
262,Male,60,98000,P02,5000,1
263,Male,45,86000,P01,3500,1
264,Male,57,97000,P01,3500,1
265,Female,31,97000,P02,7000,0
266,Female,39,31000,P02,7000,0
267,Male,23,68000,P02,7000,0
268,Male,23,30000,P03,3500,0
269,Female,56,89000,P03,5000,1
270,Female,22,33000,P02,7000,0
271,Female,47,73000,P01,5000,0
272,Female,41,63000,P03,7000,0
273,Female,37,87000,P01,7000,0
274,Male,28,70000,P03,2000,0
275,Female,40,20000,P02,2000,0
276,Female,60,45000,P01,7000,0
277,Female,56,41000,P03,2000,1
278,Female,19,34000,P03,3500,1
279,Male,18,74000,P03,5000,0
280,Female,63,81000,P03,7000,0
281,Female,51,23000,P03,5000,0
282,Female,21,21000,P02,7000,0
283,Female,28,36000,P03,7000,0
284,Male,32,45000,P01,3500,0
285,Male,31,81000,P02,2000,1
286,Female,34,68000,P01,2000,0
287,Male,43,34000,P03,3500,1
288,Female,23,31000,P01,2000,1
289,Female,24,41000,P02,2000,1
290,Female,36,90000,P01,7000,0
291,Female,23,65000,P02,5000,0
292,Male,18,45000,P03,3500,1
293,Male,42,40000,P01,2000,0
294,Female,53,90000,P01,5000,1
295,Male,24,68000,P01,5000,0
296,Female,34,77000,P01,7000,0
297,Female,39,76000,P01,3500,1
298,Male,29,46000,P01,7000,0
299,Female,43,28000,P02,2000,0
300,Female,38,39000,P03,5000,0
301,Female,53,62000,P02,2000,0
302,Male,45,38000,P02,2000,0
303,Female,22,82000,P01,3500,1
304,Male,55,75000,P01,5000,0
305,Female,37,26000,P01,5000,0
306,Male,29,62000,P01,5000,1
307,Female,47,37000,P03,2000,1
308,Male,30,82000,P01,5000,1
309,Male,27,97000,P02,2000,1
310,Female,52,47000,P03,5000,0
311,Male,21,24000,P02,7000,0
312,Female,39,96000,P02,2000,1
313,Male,32,42000,P03,2000,1
314,Female,45,72000,P03,2000,1
315,Female,45,37000,P02,2000,1
316,Female,30,24000,P02,7000,0
317,Female,62,36000,P01,2000,0
318,Female,50,72000,P02,2000,1
319,Male,58,47000,P01,2000,1
320,Male,56,87000,P01,3500,1
321,Male,27,60000,P02,2000,0
322,Male,22,96000,P03,3500,1
323,Female,43,49000,P02,5000,0
324,Female,54,51000,P03,2000,1
325,Male,47,90000,P01,2000,1
326,Female,35,28000,P02,5000,0
327,Female,44,35000,P01,7000,0
328,Female,22,87000,P01,7000,0
329,Female,58,49000,P01,7000,0
330,Female,36,32000,P01,5000,0
331,Male,52,40000,P03,7000,0
332,Female,60,45000,P03,5000,0
333,Female,45,68000,P01,2000,1
334,Male,57,30000,P03,2000,0
335,Female,40,67000,P03,7000,0
336,Female,56,33000,P03,5000,1
337,Male,35,26000,P03,2000,0
338,Female,26,35000,P02,5000,1
339,Female,43,67000,P03,5000,0
340,Male,41,60000,P02,3500,0
341,Female,27,27000,P01,2000,0
342,Male,44,53000,P01,3500,0
343,Female,50,77000,P01,5000,1
344,Male,35,34000,P03,3500,1
345,Male,59,59000,P03,3500,1
346,Male,46,25000,P03,5000,0
347,Male,40,31000,P02,7000,0
348,Male,41,66000,P01,2000,1
349,Male,19,32000,P01,7000,0
350,Male,46,31000,P03,3500,1
351,Female,44,43000,P01,2000,0
352,Male,46,60000,P01,5000,0
353,Male,18,58000,P01,7000,0
354,Female,50,86000,P01,7000,0
355,Female,41,26000,P02,7000,0
356,Female,54,93000,P03,2000,1
357,Female,63,31000,P01,7000,0
358,Female,33,85000,P01,7000,0
359,Female,38,77000,P01,7000,0
360,Male,62,98000,P01,3500,1
361,Male,37,78000,P01,3500,1
362,Male,24,95000,P01,7000,0
363,Male,38,70000,P02,2000,1
364,Female,53,94000,P02,5000,1
365,Male,38,97000,P02,5000,1
366,Male,59,56000,P01,2000,1
367,Female,35,24000,P01,2000,0
368,Female,24,90000,P03,5000,1
369,Male,54,22000,P03,2000,0
370,Male,23,83000,P01,7000,0
371,Male,40,70000,P02,2000,0
372,Female,38,100000,P02,2000,1
373,Female,52,32000,P02,3500,0
374,Female,46,84000,P01,5000,1
375,Male,31,66000,P01,7000,0
376,Female,53,86000,P03,7000,0
377,Female,31,35000,P01,7000,0
378,Male,18,50000,P01,2000,0
379,Male,45,21000,P02,5000,0
380,Male,24,91000,P01,5000,1
381,Female,43,39000,P01,3500,1
382,Female,40,86000,P01,5000,1
383,Male,60,51000,P02,7000,0
384,Male,21,23000,P01,7000,0
385,Female,54,22000,P03,7000,0
386,Female,49,23000,P01,7000,0
387,Female,33,61000,P03,5000,1
388,Male,57,47000,P01,2000,1
389,Female,42,33000,P01,7000,0
390,Female,35,39000,P03,2000,1
391,Male,62,97000,P01,7000,0
392,Female,56,90000,P02,3500,1
393,Male,46,54000,P01,2000,1
394,Male,36,67000,P03,2000,1
395,Male,21,40000,P02,7000,0
396,Male,28,26000,P01,7000,0
397,Male,25,66000,P02,3500,0
398,Female,33,70000,P02,5000,0
399,Male,37,38000,P03,3500,1
400,Male,34,82000,P03,5000,1
401,Female,39,92000,P03,5000,1
402,Female,58,72000,P02,3500,0
403,Female,30,83000,P02,3500,1
404,Female,47,67000,P02,2000,0
405,Female,37,38000,P03,2000,1
406,Male,55,22000,P02,3500,0
407,Female,45,79000,P03,5000,1
408,Male,55,21000,P01,5000,0
409,Male,57,37000,P02,3500,0
410,Female,33,89000,P02,7000,0
411,Female,25,70000,P02,7000,0
412,Male,28,37000,P03,5000,1
413,Female,61,21000,P03,2000,0
414,Female,48,79000,P03,2000,1
415,Male,47,51000,P02,3500,1
416,Male,56,95000,P01,5000,1
417,Male,27,49000,P03,3500,0
418,Female,62,33000,P03,5000,0
419,Female,37,41000,P02,2000,1
420,Female,35,26000,P01,7000,0
421,Male,24,25000,P03,5000,0
422,Female,63,81000,P01,2000,1
423,Male,31,50000,P01,7000,0
424,Male,25,78000,P03,3500,1
425,Female,33,91000,P02,3500,1
426,Female,62,86000,P02,7000,0
427,Female,51,67000,P01,5000,1
428,Male,34,36000,P03,3500,1
429,Female,21,84000,P01,2000,1
430,Female,35,20000,P03,5000,0
431,Female,39,21000,P03,2000,0
432,Female,59,23000,P02,7000,0
433,Male,55,25000,P03,2000,0
434,Female,46,69000,P02,2000,0
435,Male,60,60000,P03,7000,0
436,Female,31,82000,P02,2000,1
437,Male,19,43000,P02,2000,1
438,Male,39,35000,P01,5000,1
439,Female,58,76000,P01,7000,0
440,Male,38,30000,P03,7000,0
441,Female,45,38000,P03,5000,0
442,Female,41,84000,P02,2000,1
443,Male,28,56000,P03,3500,1
444,Female,21,98000,P03,3500,1
445,Male,52,90000,P03,5000,1
446,Female,60,81000,P02,7000,0
447,Male,32,78000,P02,5000,1
448,Female,22,74000,P03,7000,0
449,Female,58,28000,P02,5000,0
450,Male,18,38000,P03,2000,1
451,Male,52,98000,P02,2000,1
452,Male,43,20000,P03,7000,0
453,Male,24,85000,P01,5000,1
454,Female,58,49000,P01,3500,1
455,Female,56,41000,P03,7000,0
456,Male,30,27000,P03,2000,0
457,Male,32,56000,P01,3500,0
458,Female,39,41000,P01,2000,1
459,Female,31,94000,P01,5000,1
460,Female,35,48000,P02,3500,1
461,Female,31,83000,P03,2000,1
462,Male,51,40000,P01,2000,1
463,Male,42,68000,P02,7000,0
464,Male,62,24000,P02,3500,0
465,Male,49,77000,P02,3500,1
466,Male,19,100000,P03,5000,1
467,Female,23,79000,P01,5000,0
468,Male,58,30000,P03,7000,0
469,Male,59,42000,P01,7000,0
470,Female,43,55000,P03,2000,1
471,Male,63,99000,P01,7000,0
472,Female,42,35000,P02,5000,1
473,Female,34,46000,P03,5000,0
474,Female,21,51000,P03,7000,0
475,Female,18,34000,P02,2000,1
476,Male,46,98000,P02,5000,1
477,Male,24,69000,P01,2000,0
478,Male,57,62000,P01,5000,1
479,Female,61,20000,P02,2000,0
480,Male,28,82000,P03,3500,1
481,Male,60,49000,P01,3500,0
482,Male,35,64000,P01,7000,0
483,Female,24,85000,P01,5000,1
484,Female,23,90000,P02,3500,1
485,Male,63,78000,P02,7000,0
486,Female,52,26000,P02,7000,0
487,Male,30,43000,P03,2000,0
488,Male,58,63000,P01,3500,1
489,Female,56,65000,P01,3500,1
490,Male,28,94000,P03,7000,0
491,Female,19,90000,P02,2000,1
492,Female,64,47000,P03,2000,0
493,Female,47,43000,P01,2000,1
494,Female,18,52000,P02,2000,1
495,Male,21,60000,P03,3500,0
496,Male,61,68000,P01,3500,1
497,Female,42,62000,P01,3500,1
498,Female,26,88000,P01,2000,1
499,Male,27,53000,P03,5000,0
500,Female,46,77000,P02,7000,0
501,Male,49,56000,P02,5000,0
502,Male,35,23000,P02,5000,0
503,Female,32,72000,P03,7000,0
504,Female,63,27000,P01,3500,0
505,Male,40,90000,P02,5000,1
506,Male,60,68000,P02,3500,1
507,Male,33,57000,P01,5000,0
508,Female,39,64000,P03,2000,0
509,Male,23,64000,P02,5000,0
510,Female,46,30000,P02,3500,0
511,Male,33,88000,P03,3500,1
512,Female,26,79000,P01,3500,0
513,Female,29,87000,P03,7000,0
514,Female,40,22000,P03,5000,0
515,Female,40,80000,P03,2000,0
516,Female,19,52000,P01,5000,0
517,Male,51,52000,P03,5000,0
518,Male,27,20000,P01,7000,0
519,Male,25,76000,P02,3500,0
520,Male,46,89000,P01,2000,1
521,Female,33,98000,P03,3500,1
522,Male,54,36000,P02,5000,0
523,Male,64,69000,P03,3500,1
524,Female,20,80000,P03,5000,0
525,Female,36,39000,P01,2000,0
526,Male,57,100000,P02,2000,1
527,Male,25,91000,P01,7000,0
528,Female,40,79000,P01,5000,0
529,Female,29,41000,P02,3500,0
530,Female,46,28000,P01,2000,0
531,Male,59,30000,P02,5000,0
532,Male,55,52000,P01,5000,1
533,Male,28,59000,P02,5000,0
534,Male,48,90000,P03,3500,1
535,Male,62,67000,P02,7000,0
536,Male,54,21000,P01,7000,0
537,Male,52,76000,P01,5000,0
538,Female,39,29000,P01,2000,0
539,Male,64,68000,P02,7000,0
540,Female,46,35000,P02,7000,0
541,Female,38,60000,P01,3500,0
542,Female,18,51000,P02,5000,0
543,Male,33,35000,P03,3500,1
544,Female,26,55000,P03,7000,0
545,Male,50,28000,P01,7000,0
546,Male,51,79000,P02,5000,1
547,Female,35,59000,P02,5000,0
548,Female,21,66000,P02,5000,0
549,Male,59,65000,P03,2000,1
550,Female,61,75000,P01,7000,0
551,Female,42,39000,P02,3500,0
552,Female,55,53000,P01,5000,0
553,Male,20,100000,P01,3500,1
554,Male,43,71000,P01,3500,1
555,Male,53,43000,P03,3500,0
556,Female,32,93000,P03,7000,0
557,Female,34,93000,P01,3500,1
558,Male,37,22000,P03,5000,0
559,Female,24,78000,P02,7000,0
560,Male,40,82000,P01,5000,1
561,Female,64,23000,P01,2000,0
562,Female,40,30000,P01,2000,0
563,Female,49,81000,P01,2000,1
564,Male,63,62000,P03,3500,0
565,Female,47,59000,P01,2000,1
566,Female,63,86000,P02,5000,1
567,Male,50,24000,P02,5000,0
568,Female,39,87000,P02,2000,1
569,Male,20,23000,P02,3500,0
570,Female,22,47000,P02,3500,1
571,Male,60,59000,P01,7000,0
572,Male,41,20000,P03,5000,0
573,Female,62,54000,P03,7000,0
574,Male,41,100000,P01,3500,1
575,Female,49,69000,P01,3500,1
576,Male,47,74000,P03,5000,0
577,Male,51,87000,P01,2000,1
578,Female,19,50000,P02,3500,1
579,Female,56,59000,P02,5000,1
580,Male,63,20000,P01,5000,0
581,Male,46,48000,P01,5000,1
582,Female,56,23000,P02,5000,0
583,Female,19,71000,P01,7000,0
584,Female,33,94000,P03,5000,1
585,Female,60,80000,P01,3500,1
586,Female,57,94000,P02,5000,1
587,Female,59,53000,P03,7000,0
588,Male,52,88000,P02,7000,0
589,Female,30,44000,P03,3500,1
590,Female,50,48000,P01,2000,1
591,Female,23,74000,P03,7000,0
592,Female,28,85000,P01,3500,1
593,Male,64,27000,P02,3500,0
594,Male,25,64000,P03,7000,0
595,Female,28,33000,P02,7000,0
596,Female,29,27000,P01,5000,0
597,Male,18,53000,P03,3500,1
598,Male,62,74000,P02,2000,0
599,Male,34,76000,P03,5000,1
600,Female,64,60000,P03,3500,1
601,Male,27,90000,P03,2000,1
602,Male,23,86000,P02,5000,1
603,Male,18,99000,P02,3500,1
604,Female,24,87000,P03,7000,0
605,Male,53,21000,P02,3500,0
606,Female,48,53000,P01,2000,0
607,Male,22,81000,P03,2000,1
608,Male,41,76000,P01,5000,0
609,Female,30,56000,P02,7000,0
610,Female,49,72000,P03,5000,1
611,Male,41,52000,P01,3500,0
612,Male,20,29000,P02,7000,0
613,Female,27,22000,P02,5000,0
614,Male,36,23000,P01,5000,0
615,Female,33,35000,P03,5000,0
616,Female,28,35000,P02,2000,0
617,Male,64,54000,P03,3500,1
618,Male,19,80000,P01,5000,1
619,Female,54,80000,P03,3500,1
620,Female,27,86000,P02,3500,1
621,Female,36,66000,P01,3500,0
622,Female,61,88000,P03,5000,1
623,Female,21,28000,P02,5000,0
624,Male,30,97000,P01,7000,0
625,Female,37,47000,P01,2000,0
626,Male,53,45000,P02,7000,0
627,Female,43,25000,P01,7000,0
628,Female,51,23000,P03,5000,0
629,Male,32,28000,P03,2000,0
630,Female,22,100000,P02,2000,1
631,Female,34,77000,P01,7000,0
632,Male,21,77000,P01,2000,0
633,Female,57,74000,P03,7000,0
634,Male,62,42000,P03,5000,1
635,Male,63,99000,P01,7000,0
636,Male,55,54000,P03,5000,0
637,Female,49,59000,P03,7000,0
638,Male,40,31000,P01,3500,1
639,Male,23,55000,P01,7000,0
640,Female,64,33000,P03,5000,1
641,Female,57,91000,P03,7000,0
642,Male,21,33000,P02,2000,1
643,Male,40,49000,P02,7000,0
644,Male,50,89000,P01,2000,1
645,Male,57,61000,P01,3500,1
646,Female,61,53000,P02,2000,1
647,Male,42,25000,P01,7000,0
648,Male,32,33000,P01,3500,0
649,Female,41,88000,P03,2000,1
650,Male,64,30000,P03,5000,1
651,Female,61,75000,P03,2000,0
652,Male,57,30000,P02,5000,1
653,Male,20,92000,P01,3500,1
654,Female,52,28000,P02,3500,0
655,Female,42,54000,P03,2000,1
656,Female,64,43000,P03,5000,0
657,Female,28,22000,P03,5000,0
658,Male,59,23000,P01,5000,0
659,Male,20,86000,P01,5000,1
660,Male,41,84000,P02,2000,1
661,Female,39,38000,P01,7000,0
662,Male,32,21000,P02,5000,0
663,Female,35,74000,P02,3500,1
664,Male,59,42000,P01,5000,0
665,Female,30,100000,P01,3500,1
666,Male,34,56000,P03,5000,1
667,Male,49,61000,P02,3500,0
668,Female,42,55000,P02,7000,0
669,Female,62,29000,P02,5000,0
670,Male,47,36000,P01,5000,1
671,Male,42,56000,P01,7000,0
672,Male,57,69000,P03,7000,0
673,Female,19,22000,P03,7000,0
674,Male,58,43000,P02,7000,0
675,Female,55,64000,P02,5000,0
676,Female,63,20000,P02,3500,0
677,Male,61,21000,P01,3500,0
678,Male,40,30000,P01,7000,0
679,Male,52,42000,P01,2000,0
680,Male,26,64000,P01,2000,1
681,Female,63,85000,P02,7000,0
682,Female,44,97000,P03,3500,1
683,Female,29,22000,P01,3500,0
684,Male,45,75000,P01,3500,0
685,Female,38,37000,P01,3500,1
686,Male,38,64000,P01,3500,1
687,Female,37,73000,P03,2000,0
688,Male,23,40000,P03,2000,1
689,Male,55,32000,P03,2000,1
690,Female,43,100000,P01,3500,1
691,Female,58,69000,P03,7000,0
692,Female,28,57000,P01,5000,0
693,Female,59,32000,P02,3500,1
694,Male,50,69000,P02,5000,1
695,Male,37,49000,P02,2000,1
696,Female,42,22000,P02,5000,0
697,Male,53,75000,P01,3500,0
698,Male,43,64000,P03,7000,0
699,Female,62,99000,P02,7000,0
700,Female,43,35000,P01,2000,1
701,Male,18,69000,P01,7000,0
702,Female,19,51000,P03,5000,1
703,Female,24,50000,P02,2000,1
704,Female,40,79000,P02,2000,0
705,Female,59,79000,P01,3500,1
706,Male,60,38000,P02,7000,0
707,Male,20,37000,P01,7000,0
708,Female,23,45000,P03,3500,1
709,Female,21,39000,P03,3500,1
710,Male,18,41000,P01,7000,0
711,Female,50,81000,P02,2000,1
712,Female,18,90000,P01,3500,1
713,Male,30,84000,P03,5000,1
714,Male,38,82000,P01,2000,1
715,Female,31,36000,P02,2000,0
716,Female,23,81000,P02,7000,0
717,Male,56,52000,P01,5000,0
718,Male,64,68000,P03,7000,0
719,Female,56,69000,P01,3500,0
720,Male,46,82000,P02,2000,1
721,Female,33,70000,P01,3500,0
722,Male,45,55000,P03,7000,0
723,Female,24,94000,P01,5000,1
724,Male,55,91000,P01,5000,1
725,Female,48,80000,P01,2000,0
726,Female,58,86000,P02,3500,1
727,Male,50,94000,P02,7000,0
728,Male,41,36000,P02,2000,0
729,Female,40,80000,P03,7000,0
730,Female,34,67000,P03,2000,0
731,Female,58,90000,P01,7000,0
732,Female,51,88000,P02,2000,1
733,Male,52,81000,P01,7000,0
734,Male,64,83000,P03,5000,1
735,Female,52,38000,P02,7000,0
736,Female,43,50000,P01,5000,0
737,Male,48,29000,P03,3500,0
738,Female,54,60000,P01,7000,0
739,Male,19,96000,P01,7000,0
740,Female,23,43000,P03,2000,1
741,Male,25,39000,P02,2000,1
742,Male,40,27000,P02,7000,0
743,Female,32,88000,P03,2000,1
744,Male,22,100000,P03,2000,1
745,Male,37,60000,P02,5000,1
746,Male,40,64000,P03,2000,1
747,Male,37,97000,P01,3500,1
748,Male,32,62000,P01,2000,1
749,Female,36,30000,P03,7000,0
750,Female,27,79000,P01,7000,0
751,Female,22,34000,P03,2000,1
752,Male,25,54000,P03,7000,0
753,Male,61,22000,P02,3500,0
754,Male,24,30000,P01,5000,1
755,Female,63,50000,P02,5000,1
756,Female,53,87000,P02,3500,1
757,Female,21,56000,P02,7000,0
758,Female,32,60000,P03,2000,1
759,Female,26,80000,P01,2000,0
760,Female,62,95000,P03,7000,0
761,Male,21,64000,P01,5000,1
762,Male,30,48000,P01,3500,0
763,Male,25,33000,P02,5000,0
764,Male,43,69000,P03,7000,0
765,Male,26,84000,P02,3500,1
766,Female,39,23000,P02,2000,0
767,Female,44,59000,P01,2000,1
768,Male,48,54000,P02,5000,0
769,Female,39,68000,P01,2000,0
770,Female,40,98000,P03,3500,1
771,Male,58,67000,P03,3500,0
772,Male,52,39000,P01,5000,0
773,Female,56,49000,P02,3500,0
774,Male,41,84000,P01,7000,0
